wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
29,tcn,1,0.6359197443181818,0.1603535172573439,0.5889813311688312,0.5745192307692308,0.22734890687160003,0.8322044967678695,0.5416666666666667,-0.06065088757396448
29,anfis,1,0.7213524373360948,0.05975088376343808,0.5112327934539151,0.3256172839506173,0.2735479830499785,0.8677059816063806,0.19230769230769232,-0.6932098765432098
29,har,1,0.5974202843089806,0.0,0.5,0.6959876543209876,0.029002772698714152,0.9962534303796688,0.9455128205128205,0.26390458254865035
29,garch,1,0.6400216101837991,0.3429305695480817,0.6142413362296982,0.7515432098765432,0.08629056817611491,0.7547936182283158,0.9455128205128205,0.20514752040175765
29,majority,1,0.5,0.0,0.5,0.6959876543209876,0.30401234567901236,1.0,0.9455128205128205,0.0
30,tcn,0,0.7425948202296865,0.33869345614081126,0.6691033589340243,0.6682692307692308,0.09875745593140331,0.4082357895432274,0.8315972222222222,0.19640276216476624
30,anfis,0,0.7566854344698809,-0.04013697275570639,0.4968561547915059,0.49228395061728397,0.16290297113175015,0.8496471198310591,0.20512820512820512,-1.3998842592592595
30,har,0,0.5884611354044604,0.0,0.5,0.5046296296296297,0.16275834939513995,0.9980555265496529,0.8461538461538461,0.4036195286195286
30,garch,0,0.5931673764135394,-0.07041506518034331,0.48941095772957216,0.49382716049382713,0.16679847970625009,0.890528910320465,0.8461538461538461,0.41638608305274977
30,majority,0,0.5,0.0,0.5,0.5046296296296297,0.49537037037037035,1.0,0.8461538461538461,0.0
31,tcn,0,0.8902902596223675,0.6205305636194673,0.8140659041394336,0.8245192307692308,0.09361736297619364,0.4262191092487431,0.6631944444444444,-0.24325412807088215
31,anfis,0,0.8507265946502058,0.29514146154495624,0.625,0.5108024691358025,0.2729537258855999,0.8044137836036993,0.5801282051282052,0.11950071618579905
31,har,0,0.7262945816186557,0.0,0.5,0.6666666666666666,0.00015217768439657053,0.9972147799497203,0.4198717948717949,-0.5877862595419846
31,garch,0,0.6958590534979423,0.33131106997745446,0.6215277777777778,0.7283950617283951,0.13034151725372461,0.8361717038422131,0.4198717948717949,-0.7348035057958722
31,majority,0,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,1.0,0.4198717948717949,0.0
32,tcn,1,0.7192961140473443,0.2132700588354783,0.6282121377802078,0.7483974358974359,0.16939405972385801,0.47956220072100353,0.6979166666666666,-0.07233065442020672
32,anfis,1,0.7874455100261553,0.18588392762478215,0.6036326649229875,0.3287037037037037,0.402467682911658,0.8792515957006138,0.5608974358974359,0.41396825396825393
32,har,1,0.6203041751428847,0.0,0.5,0.8564814814814815,0.1894224168032714,0.9987564074017115,0.47115384615384615,-0.8178382464096751
32,garch,1,0.6,-0.08369248523504327,0.4765765765765766,0.816358024691358,0.20019865706417805,0.8701368502866784,0.5961538461538461,-0.36937475109518114
32,majority,1,0.5,0.0,0.5,0.8564814814814815,0.14351851851851852,1.0,0.47115384615384615,0.0
33,tcn,1,0.6804602177758305,0.2216288224293792,0.6162187819482985,0.7235576923076923,0.1827265135488676,0.6779510086960532,0.6805555555555556,-0.06318681318681313
33,anfis,1,0.7627534070606995,0.08262284730919991,0.5164410058027079,0.22839506172839505,0.3646976935366789,0.8990827001567079,0.4775641025641026,0.5217499378573205
33,har,1,0.6779127969642831,0.0,0.5,0.7978395061728395,0.12913669384067838,0.9979897014448014,0.7916666666666666,-0.007797270955165727
33,garch,1,0.6600617183693357,0.0,0.5,0.7978395061728395,0.09841298693586888,0.9517947099187473,0.7916666666666666,-0.007797270955165727
33,majority,1,0.5,0.0,0.5,0.7978395061728395,0.2021604938271605,1.0,0.7916666666666666,0.0
34,tcn,1,0.6831654337509138,0.21545182831419732,0.6044756700494405,0.6826923076923077,0.11298586517417183,0.5989550554562305,0.7309027777777778,0.06596016809793531
